,Name,Latitude,Longitude,Cloudiness,Country,Date,Humidity,Max Temperature,Wind Speed
375,Lata,30.78,78.62,100,IN,1570421074,61,39.25,5.12
376,El Rusio,14.47,-86.37,100,HN,1570421360,93,69.06,0.13
377,Padang,-0.92,100.36,100,ID,1570421361,82,78.12,12.57
378,Aljezur,37.31,-8.8,46,PT,1570421361,81,66.99,15.01
379,Airai,-8.93,125.41,7,TL,1570421086,42,86.94,5.14
380,Komsomolskiy,67.55,63.78,99,RU,1570421183,90,32.23,16.42
381,Salvador,-12.98,-38.48,75,BR,1570421363,88,75.2,9.17
382,Mwanza,-2.52,32.9,40,TZ,1570421364,68,69.8,11.41
383,Mehamn,71.03,27.85,40,NO,1570421364,100,41.0,2.24
384,Syasstroy,60.14,32.56,100,RU,1570421365,69,37.38,10.16
385,Obihiro,42.92,143.2,75,JP,1570421365,63,62.6,10.29
386,Gushikawa,26.35,127.87,20,JP,1570421366,62,86.0,10.29
387,Staryy Nadym,65.61,72.68,0,RU,1570421367,80,32.77,16.49
388,Khorol,49.78,33.27,47,UA,1570421368,82,36.84,3.71
389,Ornes,49.25,5.47,75,FR,1570421368,100,52.0,4.7
390,Wilmington Island,32.0,-80.97,40,US,1570421369,65,80.01,10.29
391,Tuatapere,-46.13,167.69,100,NZ,1570421182,67,54.39,13.62
392,Sorland,67.67,12.69,75,NO,1570421370,86,41.0,2.24
393,Robertsport,6.75,-11.37,97,LR,1570421370,89,76.32,8.21
394,Marystown,47.17,-55.16,36,CA,1570421371,78,44.11,8.14
395,Guarapari,-20.67,-40.5,40,BR,1570421371,88,78.01,5.82
396,Muzhi,65.4,64.7,43,RU,1570421372,76,32.52,5.99
397,Jizan,16.89,42.56,20,SA,1570421372,70,86.0,3.06
398,Merauke,-8.49,140.4,0,ID,1570421373,83,79.48,22.55
399,Mount Isa,-20.73,139.49,0,AU,1570421373,8,96.8,10.29
400,Quatre Cocos,-20.21,57.76,40,MU,1570421374,88,73.99,13.87
401,Olinda,-37.84,145.39,75,AU,1570421375,51,66.0,6.93
402,Benguela,-12.58,13.4,100,AO,1570421375,84,71.78,4.76
403,Vao,59.1,26.19,100,EE,1570421376,85,39.43,6.15
404,Abu Dhabi,24.47,54.37,0,AE,1570421376,55,86.0,18.34
405,Jardim,-21.48,-56.15,96,BR,1570421377,96,62.6,6.15
406,Fort Nelson,58.81,-122.69,90,CA,1570421377,62,57.2,10.29
407,Ekangala,-25.66,28.73,0,ZA,1570421378,49,66.0,1.01
408,Coahuayana,18.62,-100.35,4,MX,1570421081,95,71.6,1.97
409,Darhan,49.49,105.92,51,MN,1570421379,55,38.25,6.38
410,Egvekinot,66.32,-179.17,100,RU,1570421226,84,23.77,3.74
411,Vaitape,-16.52,-151.75,100,PF,1570421199,85,77.13,18.1
412,Suhbaatar,50.23,106.21,8,MN,1570421381,48,40.66,4.76
413,Kathmandu,27.71,85.32,40,NP,1570421179,83,69.8,3.36
414,Ca Mau,9.18,105.15,100,VN,1570421382,73,85.21,4.32
415,Clyde River,70.47,-68.59,1,CA,1570421382,92,19.4,4.7
416,Santa Isabel do Rio Negro,-0.41,-65.02,32,BR,1570421383,76,78.22,2.53
417,Mundi,32.37,76.01,100,IN,1570421384,67,61.93,6.42
418,Buraydah,26.33,43.97,75,SA,1570421385,41,78.8,8.05
419,Salinopolis,-0.61,-47.36,0,BR,1570421385,80,80.92,15.77
420,Tupiza,-21.44,-65.72,0,BO,1570421386,89,30.61,2.35
421,Taga,-8.61,120.44,53,ID,1570421386,47,87.35,7.43
422,Salon de Provence,43.64,5.1,0,FR,1570421386,58,60.8,21.92
423,Shache,38.42,77.24,100,CN,1570421217,82,69.01,14.14
424,Necochea,-38.55,-58.74,67,AR,1570421058,57,60.01,17.0
425,Caravelas,-17.73,-39.27,0,BR,1570421388,86,72.93,7.67
426,Arlit,18.74,7.39,0,NE,1570421388,14,89.33,7.94
427,Atar,20.52,-13.05,0,MR,1570421389,10,89.67,11.9
428,Parabel,58.71,81.5,92,RU,1570421389,88,49.6,7.14
429,Kruisfontein,-34.0,24.73,100,ZA,1570421390,84,58.01,1.5
430,Mokrousovo,55.81,66.77,13,RU,1570421391,73,46.51,5.37
431,Tazovskiy,67.47,78.7,96,RU,1570421391,85,35.2,22.55
432,Bolobo,-2.17,16.23,100,CD,1570421392,91,73.15,3.85
433,Aswan,24.09,32.9,0,EG,1570421392,26,80.6,9.17
434,Camiri,-20.04,-63.52,100,BO,1570421393,84,51.17,1.92
435,Kenai,60.55,-151.26,1,US,1570421393,42,46.4,3.36
436,Port Shepstone,-30.74,30.45,100,ZA,1570421394,94,60.75,2.91
437,Beyneu,45.32,55.19,1,KZ,1570421394,47,55.96,12.75
438,Cabedelo,-6.97,-34.84,20,BR,1570421395,83,77.0,9.17
439,Finschhafen,-6.6,147.85,93,PG,1570421395,94,70.68,3.62
440,Bashmakovo,53.21,43.04,100,RU,1570421396,90,38.93,9.57
441,Hit,33.64,42.83,0,IQ,1570421396,32,71.11,10.07
442,Cilegon,-6.02,106.05,40,ID,1570421397,55,89.6,5.82
443,Sioux Lookout,50.1,-91.92,90,CA,1570421398,87,44.6,8.05
444,Gobabis,-22.45,18.97,25,NA,1570421398,45,68.0,1.12
445,Ronneby,56.21,15.28,83,SE,1570421399,77,35.6,3.36
446,Mount Gambier,-37.83,140.78,90,AU,1570421399,67,59.0,16.11
447,Cabra,37.47,-4.43,79,ES,1570421176,66,64.99,1.34
448,Kharan,28.58,65.42,0,PK,1570421400,51,75.34,5.5
449,Wewak,-3.55,143.63,34,PG,1570421401,69,84.09,6.98
450,Huejuquilla el Alto,22.63,-103.9,84,MX,1570421401,70,66.83,4.03
451,Maragogi,-9.01,-35.22,14,BR,1570421402,94,68.79,2.37
452,Rundu,-17.91,19.77,78,NA,1570421403,27,73.4,3.36
453,Sal Rei,16.18,-22.92,75,CV,1570421403,78,78.8,9.17
454,Playas,-2.64,-80.39,29,EC,1570421404,86,69.55,9.57
455,Belaya Gora,68.54,146.19,100,RU,1570421404,73,23.88,5.7
456,Ornskoldsvik,63.29,18.72,0,SE,1570421405,74,35.6,9.17
457,Karema,-6.82,30.44,45,TZ,1570421406,67,78.8,13.4
458,Sambava,-14.27,50.17,61,MG,1570421406,97,67.26,2.98
459,Itoman,26.12,127.67,20,JP,1570421407,62,86.0,10.29
460,Gora Kalwaria,51.98,21.22,40,PL,1570421407,86,42.01,4.7
461,Ballymena,54.87,-6.28,75,GB,1570421408,81,52.0,20.8
462,Quixere,-5.07,-37.99,63,BR,1570421408,77,73.81,7.43
463,Sao Gabriel da Cachoeira,-0.13,-67.09,68,BR,1570421409,78,77.59,1.61
464,Bria,6.54,21.99,100,CF,1570421410,97,67.68,2.55
465,Uige,-7.61,15.06,100,AO,1570421411,93,69.64,1.97
466,Martapura,-3.41,114.85,100,ID,1570421411,57,88.47,8.48
467,Sayyan,15.17,44.32,22,YE,1570421412,65,67.37,0.6
468,Zheleznodorozhnyy,55.75,38.0,90,RU,1570421412,93,36.0,15.66
469,Pangnirtung,66.15,-65.72,94,CA,1570421093,94,24.15,3.15
470,Horodnya,51.89,31.6,92,UA,1570421413,69,33.78,4.52
471,Chiang Khong,20.27,100.41,40,LA,1570421414,83,82.99,4.7
472,Nurota,40.56,65.69,31,UZ,1570421414,51,62.6,11.41
473,Mkushi,-13.61,29.4,33,ZM,1570421415,66,65.43,5.5
474,Sonoita,31.68,-110.66,1,US,1570421415,40,80.01,6.67
475,Banda Aceh,5.56,95.32,100,ID,1570421416,76,80.89,8.41
476,Rio Brilhante,-21.8,-54.54,33,BR,1570421417,89,64.71,7.36
477,Laguna,16.17,-88.94,40,BZ,1570421417,94,78.8,0.09
478,Goderich,43.74,-81.71,87,CA,1570421418,86,57.99,7.0
479,Ranong,9.96,98.62,40,TH,1570421418,66,89.6,0.83
480,Dire,9.18,38.92,10,ET,1570421419,83,49.96,4.56
481,Christchurch,-43.53,172.64,9,NZ,1570421419,48,66.0,10.29
482,Gympie,-26.2,152.66,0,AU,1570421420,60,89.01,1.99
483,Kalmunai,7.42,81.82,100,LK,1570421348,80,78.66,0.89
484,Tamalin,21.35,-97.8,32,MX,1570421421,93,73.8,1.1
485,Port Pirie,-33.18,138.01,100,AU,1570421422,72,62.6,12.75
486,Tiznit,29.7,-9.73,0,MA,1570421076,77,69.42,4.18
487,Leshukonskoye,64.9,45.76,100,RU,1570421423,95,27.05,3.11
488,Dzaoudzi,-12.79,45.27,0,YT,1570421424,88,78.8,5.82
489,Beboto,8.27,16.94,60,TD,1570421424,94,69.4,2.91
490,Mandeville,30.36,-90.07,1,US,1570421136,88,81.0,4.88
491,Jalu,29.03,21.55,0,LY,1570421425,81,64.94,6.96
492,Mazamari,-11.33,-74.53,94,PE,1570421426,96,41.23,3.24
493,Whitehorse,60.72,-135.06,75,CA,1570421110,92,26.6,4.7
494,Tres Picos,16.23,-93.58,100,MX,1570421427,95,68.68,4.27
495,Santa Quiteria do Maranhao,-3.52,-42.55,0,BR,1570421427,91,71.98,4.34
496,Elizabeth City,36.3,-76.22,1,US,1570421070,77,71.6,5.82
497,Kupang,-10.16,123.6,0,ID,1570421181,70,77.95,11.77
498,Bondowoso,-7.91,113.82,48,ID,1570421429,47,82.89,5.37
499,Praya,-8.71,116.27,40,ID,1570421429,58,86.0,14.99
500,Suicheng,33.9,117.93,81,CN,1570421430,71,60.58,6.46
501,Barda,56.93,55.59,89,RU,1570421430,65,43.5,9.71
502,Baicheng,45.61,122.87,41,CN,1570421431,74,57.99,1.99
503,Kintampo,8.05,-1.73,100,GH,1570421072,95,71.85,6.04
504,Mumford,5.26,-0.76,91,GH,1570421432,97,71.89,3.83
505,Koundara,12.49,-13.3,100,GN,1570421432,94,74.28,3.8
506,Baiyin,36.55,104.13,90,CN,1570421433,100,44.6,2.24
507,Vanimo,-2.67,141.3,2,PG,1570421433,70,83.25,5.93
508,Alenquer,-1.95,-54.74,0,BR,1570421434,83,77.0,4.7
509,Vilhena,-12.74,-60.15,99,BR,1570421434,93,66.29,7.34
510,Kagalnitskaya,46.88,40.15,38,RU,1570421435,68,46.63,8.28
511,Nuevo Progreso,26.05,-97.95,1,US,1570421435,74,82.99,8.05
512,Soyo,-6.13,12.37,100,AO,1570421436,83,77.2,12.88
513,Sergeyevka,53.88,67.42,0,KZ,1570421436,65,50.16,4.61
514,Souris,46.36,-62.25,90,CA,1570421437,71,54.0,11.41
515,Monrovia,6.33,-10.8,75,LR,1570421438,100,75.2,6.33
516,Havoysund,71.0,24.66,75,NO,1570421438,86,41.0,17.22
517,Atmakur,15.88,78.59,100,IN,1570421439,82,78.17,0.94
518,Tahe,52.34,124.71,2,CN,1570421439,54,41.76,7.78
519,Kandrian,-6.21,149.55,100,PG,1570421440,70,83.86,11.03
520,Kinkala,-4.35,14.75,40,CG,1570421441,94,71.6,4.7
521,Jacarei,-23.81,-54.53,99,BR,1570421441,84,64.85,2.33
522,Ouadda,8.07,22.4,94,CF,1570421442,98,66.38,4.25
523,Quang Ngai,15.12,108.8,6,VN,1570421442,52,84.42,2.84
524,Puerto Carreno,6.19,-67.49,0,CO,1570421439,74,82.4,2.42
525,Nabire,-3.36,135.5,100,ID,1570421443,53,85.6,4.14
526,Tecoanapa,16.99,-99.26,75,MX,1570421444,79,84.2,5.82
527,Lagoa da Prata,-20.02,-45.54,24,BR,1570421445,65,70.81,4.18
